AP,BAIRRO,LOGRADOURO,INÍCIO,FIM ,LADO,VAGAS,TEMPO DE PERMANÊNCIA,PERÍODO DE FUNCIONAMENTO,POSIÇÃO,LOCALIZAÇÃO,OBSERVAÇÃO,PORTARIA Nº
2.2,MARACANÃ,AV PRES CASTELO BRANCO - ÁREA 6,VIADUTO ODUVALDO COZZI,RUA SÃO FRANCISCO XAVIER,DIREITO,250,ÚNICO (EM EVENTOS),4 HS.ANTES DO INÍCIO E 1 H APÓS O TÉRMINO DO JOGO/EVENTO,LIVRE,CALÇADA JUNTO AO MURO DA VIA FÉRREA,ESTÁDIO MÁRIO FILHO (COMPLEXO DO MARACANÃ),28.011 (DO 17/09/2004)
2.2,MARACANÃ,AV PRES CASTELO BRANCO(CENTRO/Z NORTE),ALINHAMENTO DA RAMPA V O COZZI,AV PROF MANUEL DE ABREU,ESQUERDO,180,ÚNICO (EM EVENTOS),4 HS.ANTES DO INÍCIO E 1 H APÓS O TÉRMINO DO JOGO/EVENTO,AO LONGO DA VIA,JUNTO AO CANTEIRO CENTRAL,ESTÁDIO MÁRIO FILHO (COMPLEXO DO MARACANÃ),28.011 (DO 17/09/2004)
2.2,MARACANÃ,AV PRES CASTELO BRANCO(CENTRO/Z NORTE),ALINHAMENTO PORTÃO COMLURB,RAMPA VIADUTO ODUVALDO COZZI,DIREITO,80,ÚNICO (EM EVENTOS),4 HS.ANTES DO INÍCIO E 1 H APÓS O TÉRMINO DO JOGO/EVENTO,A 45 GRAUS DA VIA,ÁREA ESPECIAL NA PISTA LATERAL,ESTÁDIO MÁRIO FILHO (COMPLEXO DO MARACANÃ),28.011 (DO 17/09/2004)
2.2,MARACANÃ,AV PRES CASTELO BRANCO(CENTRO/Z NORTE),AV PROF MANUEL DE ABREU(CENTRO/V ISABEL),RUA SÃO FRANCISCO XAVIER,AMBOS,60,ÚNICO (EM EVENTOS),4 HS.ANTES DO INÍCIO E 1 H APÓS O TÉRMINO DO JOGO/EVENTO,AO LONGO DA VIA,,ESTÁDIO MÁRIO FILHO (COMPLEXO DO MARACANÃ),28.011 (DO 17/09/2004)
2.2,MARACANÃ,AV PRES CASTELO BRANCO(CENTRO/Z NORTE),RAMPA VIADUTO ODUVALDO COZZI,RUA SÃO FRANCISCO XAVIER,DIREITO,180,ÚNICO (EM EVENTOS),4 HS.ANTES DO INÍCIO E 1 H APÓS O TÉRMINO DO JOGO/EVENTO,AO LONGO DA VIA,JUNTO À LINHA FÉRREA,ESTÁDIO MÁRIO FILHO (COMPLEXO DO MARACANÃ),28.011 (DO 17/09/2004)
2.2,MARACANÃ,AV PRES CASTELO BRANCO(Z NORTE/CENTRO),ALINHAMENTO PORTÃO 7 - UERJ,AV PROF MANUEL DE ABREU,ESQUERDO,40,ÚNICO (EM EVENTOS),4 HS.ANTES DO INÍCIO E 1 H APÓS O TÉRMINO DO JOGO/EVENTO,AO LONGO DA VIA,JUNTO AO CANTEIRO CENTRAL,ESTÁDIO MÁRIO FILHO (COMPLEXO DO MARACANÃ),28.011 (DO 17/09/2004)
2.2,MARACANÃ,AV PRES CASTELO BRANCO(Z NORTE/CENTRO),ALINHAMENTO PORTÃO 7 - UERJ,AV PROF MANUEL DE ABREU,DIREITO,50,ÚNICO (EM EVENTOS),4 HS.ANTES DO INÍCIO E 1 H APÓS O TÉRMINO DO JOGO/EVENTO,A 45 GRAUS DA VIA,JUNTO AO CANTEIRO DIVISOR - PISTA PRINCIPAL/SECUNDÁRIA,ESTÁDIO MÁRIO FILHO (COMPLEXO DO MARACANÃ),28.011 (DO 17/09/2004)
2.2,MARACANÃ,AV PRES CASTELO BRANCO(Z NORTE/CENTRO),AV PROF MANUEL DE ABREU(CENTRO/V ISABEL),ALINHAMENTO RAMPA VIADUTO ODUVALDO COZZI,ESQUERDO,180,ÚNICO (EM EVENTOS),4 HS.ANTES DO INÍCIO E 1 H APÓS O TÉRMINO DO JOGO/EVENTO,AO LONGO DA VIA,JUNTO AO CANTEIRO CENTRAL,ESTÁDIO MÁRIO FILHO (COMPLEXO DO MARACANÃ),28.011 (DO 17/09/2004)
2.2,MARACANÃ,AV PRES CASTELO BRANCO(Z NORTE/CENTRO),AV PROF MANUEL DE ABREU(CENTRO/V ISABEL),AV PROF MANUEL DE ABREU(V ISABEL/CENTRO),DIREITO,100,ÚNICO (EM EVENTOS),4 HS.ANTES DO INÍCIO E 1 H APÓS O TÉRMINO DO JOGO/EVENTO,A 90 GRAUS DA VIA,JUNTO AO CANTEIRO DIVISOR - AV PRES CASTELO BCO / PROF MANOEL DE ABREU,ESTÁDIO MÁRIO FILHO (COMPLEXO DO MARACANÃ),28.011 (DO 17/09/2004)
2.2,MARACANÃ,AV PRES CASTELO BRANCO(Z NORTE/CENTRO),RUA MATA MACHADO,ALÇA RETORNO AV PRES CASTELO BCO/AV MARACANÃ,DIREITO,90,ÚNICO (EM EVENTOS),4 HS.ANTES DO INÍCIO E 1 H APÓS O TÉRMINO DO JOGO/EVENTO,AO LONGO DA VIA,JUNTO ÀS EDIFICAÇÕES,ESTÁDIO MÁRIO FILHO (COMPLEXO DO MARACANÃ),28.011 (DO 17/09/2004)
2.2,MARACANÃ,AV PRES CASTELO BRANCO(Z NORTE/CENTRO),RUA SÃO FRANCISCO XAVIER,ALINHAMENTO PORTÃO 7 - UERJ,DIREITO,20,ÚNICO (EM EVENTOS),4 HS.ANTES DO INÍCIO E 1 H APÓS O TÉRMINO DO JOGO/EVENTO,A 90 GRAUS DA VIA,,ESTÁDIO MÁRIO FILHO (COMPLEXO DO MARACANÃ),28.011 (DO 17/09/2004)
2.2,MARACANÃ,AV PROF MANUEL DE ABREU - ÁREA 3,ALÇA DE RETORNO - AV PROF MANUEL DE ABREU,AV PRES CASTELO BCO(SENTIDO CENTRO),CANTEIRO CENTRAL / INTERNO,89,ÚNICO (EM EVENTOS),4 HS.ANTES DO INÍCIO E 1 H APÓS O TÉRMINO DO JOGO/EVENTO,VARIÁVEL,CANTEIRO CENTRAL - E/F À ESCULTURA DO ESQUELETO,ESTÁDIO MÁRIO FILHO (COMPLEXO DO MARACANÃ),28.011 (DO 17/09/2004)
2.2,MARACANÃ,AV PROF MANUEL DE ABREU(CENTRO/V ISABEL),RUA PROF EURICO RABELO,RUA SÃO FRANCISCO XAVIER,AMBOS,40,ÚNICO (EM EVENTOS),4 HS.ANTES DO INÍCIO E 1 H APÓS O TÉRMINO DO JOGO/EVENTO,AO LONGO DA VIA,,ESTÁDIO MÁRIO FILHO (COMPLEXO DO MARACANÃ),28.011 (DO 17/09/2004)
2.2,MARACANÃ,AV PROF MANUEL DE ABREU(CENTRO/V ISABEL),RUA SÃO FRANCISCO XAVIER,RUA FELIPE CAMARÃO,PAR,50,ÚNICO (EM EVENTOS),4 HS.ANTES DO INÍCIO E 1 H APÓS O TÉRMINO DO JOGO/EVENTO,AO LONGO DA VIA,JUNTO AO CANAL,ESTÁDIO MÁRIO FILHO (COMPLEXO DO MARACANÃ),28.011 (DO 17/09/2004)
2.2,MARACANÃ,AV PROF MANUEL DE ABREU(V ISABEL/CENTRO),RETORNO - AV PROF MANUEL DE ABREU,MARACANÃ - PORTÃO 16,ÍMPAR,10,ÚNICO (EM EVENTOS),4 HS.ANTES DO INÍCIO E 1 H APÓS O TÉRMINO DO JOGO/EVENTO,A 90 GRAUS DA VIA,BAIAS,ESTÁDIO MÁRIO FILHO (COMPLEXO DO MARACANÃ),28.011 (DO 17/09/2004)
2.2,MARACANÃ,AV PROF MANUEL DE ABREU(V ISABEL/CENTRO),RUA FELIPE CAMARÃO,RUA PROF EURICO RABELO,ÍMPAR,70,ÚNICO (EM EVENTOS),4 HS.ANTES DO INÍCIO E 1 H APÓS O TÉRMINO DO JOGO/EVENTO,AO LONGO DA VIA,JUNTO AO CANAL,ESTÁDIO MÁRIO FILHO (COMPLEXO DO MARACANÃ),28.011 (DO 17/09/2004)
2.2,MARACANÃ,PRAÇA EMÍLIO G MÉDICI - ÁREA 7,RETORNO - AV PROF MANUEL DE ABREU,ALINHAMENTO PORTÃO 3 - UERJ,CANTEIRO CENTRAL / INTERNO,230,ÚNICO (EM EVENTOS),4 HS.ANTES DO INÍCIO E 1 H APÓS O TÉRMINO DO JOGO/EVENTO,VARIÁVEL,CANTEIRO CENTRAL,ESTÁDIO MÁRIO FILHO (COMPLEXO DO MARACANÃ),28.011 (DO 17/09/2004)
2.2,MARACANÃ,RUA FELIPE CAMARÃO,BLV VINTE E OITO DE SETEMBRO,RUA SÃO FRANCISCO XAVIER,CANTEIRO CENTRAL,13,ROTATIVO 2H / ÚNICO,ROTATIVO 2H DE SEG A SÁB DAS 7H ÀS 19H - ÚNICO DE SEG A SÁB DAS 19H ÀS 23H,AO LONGO DA VIA,JUNTO AO CANTEIRO CENTRAL (PÇA MARACANÃ),,28.011 (DO 17/09/2004)
2.2,MARACANÃ,RUA FELISBERTO DE MENEZES,RUA GONCALVES CRESPO,RUA MARIZ E BARROS,-,23,ÚNICO,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,"INÍCIO NO POSTE LIGHT Nº:1402/12,JUNTO EE PRADO JR E INST.EDUCAÇÃO.",,31.871 (DO 13/10/2005)
2.2,MARACANÃ,RUA GENERAL CANABARRO,RUA IBITURUNA,RUA PROF GABIZO,PAR,78,ÚNICO,SEG A SEX DAS 7H ÀS 23H,A 90 GRAUS DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,MARACANÃ,RUA GENERAL CANABARRO,RUA OTO DE ALENCAR,RUA SÃO FRANCISCO XAVIER,PAR,11,ÚNICO,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ATÉ O Nº :120 DA GAL. CANABARRO (E/F FAETEC),,28.011 (DO 17/09/2004)
2.2,MARACANÃ,RUA GENERAL CANABARRO,RUA PROF GABIZO,RUA OTO DE ALENCAR,ÍMPAR,6,ÚNICO,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,E/F Nº: 345 ,,28.011 (DO 17/09/2004)
2.2,MARACANÃ,RUA GENERAL CANABARRO,RUA PROF GABIZO,RUA LUIZ GAMA,ÍMPAR,14,ÚNICO,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS Nº: 215 - 165,,28.011 (DO 17/09/2004)
2.2,MARACANÃ,RUA GENERAL CANABARRO,RUA PROF GABIZO,RUA OTO DE ALENCAR,PAR,18,ÚNICO,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,MARACANÃ,RUA IBITURUNA,RUA MARIZ E BARROS,RUA MORAIS E SILVA,ÍMPAR,45,ÚNICO,SEG A SEX DAS 7H ÀS 23H,AO LONGO DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004) E 1.287 (DO 24/01/2007) - Art.2º-
2.2,MARACANÃ,RUA MARIZ E BARROS,RUA PROF GABIZO,RUA AFONSO PENA,PAR,11,ROTATIVO 4H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,MARACANÃ,RUA MORAIS E SILVA,RUA IBITURUNA,RUA PROF GABIZO,PAR,45,ÚNICO,SEG A SEX DAS 7H ÀS 23H,AO LONGO DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,MARACANÃ,RUA PEDRO GUEDES,RUA IBITURUNA,RUA SENADOR FURTADO,PAR,18,ÚNICO,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,A SER REVOGADA CONF PROC.:03/076.015/06 -inf ges em 22/05/07,28.011 (DO 17/09/2004);32.932 (DO 06/02/06);1.298 (DO 25/01/2007)
2.2,MARACANÃ,RUA PEDRO GUEDES,RUA IBITURUNA,RUA SENADOR FURTADO,PAR,0,ÚNICO,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS Nº:84-56,A SER REGULAMENTADO CONF PROC.:03/076.015/06 - INF GES EM 22/05/07,
2.2,MARACANÃ,RUA PEDRO GUEDES,RUA IBITURUNA,RUA SENADOR FURTADO,PAR,0,ÚNICO,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE Nº:40 - POSTE LIGHT Nº:6610/2,A SER REGULAMENTADO CONF PROC.:03/076.015/06 - INF GES EM 22/05/07,
2.2,MARACANÃ,RUA SENADOR FURTADO,RUA TEIXEIRA SOARES,RUA SERGIPE,PAR,17,ÚNICO,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,A SER ALTERADO NºDE VAGAS CONF PROC .:03/000.726/07- INF GES EM 04/06/07,28.011 (DO 17/09/2004) E 29.197(DO 05/01/05)
2.2,MARACANÃ,RUA SENADOR FURTADO,RUA PARÁ,RUA MARIZ E BARROS,PAR,51,ÚNICO,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS POSTES Nº: 2960/24 - 2960/4,,34.328 - art.1º - (DO 26/06/2006)
2.2,PÇA DA BANDEIRA,RUA MARIZ E BARROS,RUA FELISBERTO DE MENEZES,RUA PARAIBA,PAR,23,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,A 90 GRAUS DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,PÇA DA BANDEIRA,RUA MARIZ E BARROS,RUA FELISBERTO DE MENEZES,PÇA DA BANDEIRA,ÍMPAR,6,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,A 90 GRAUS DA VIA,TODO O TRECHO (BAIA),,28.011 (DO 17/09/2004)
2.2,PÇA DA BANDEIRA,RUA MARIZ E BARROS,RUA FELISBERTO DE MENEZES,PÇA DA BANDEIRA,ÍMPAR,6,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,A 45 GRAUS DA VIA,TODO O TRECHO (BAIA),,28.011 (DO 17/09/2004)
2.2,TIJUCA,AV H.BELTRÃO ( AV. GABRIELA PRADO MAIA RIBEIRO ) ,RUA CARLOS DE VASCONCELOS,RUA CONDE DE BONFIM,ÍMPAR,29,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,A 90 GRAUS DA VIA,LADO OPOSTO AO Nº : 620,,28.011 (DO 17/09/2004)
2.2,TIJUCA,AV H.BELTRÃO ( AV. GABRIELA PRADO MAIA RIBEIRO ) ,RUA CARLOS DE VASCONCELOS,RUA CONDE DE BONFIM,PAR,17,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,TIJUCA,AV H.BELTRÃO ( AV. GABRIELA PRADO MAIA RIBEIRO ) ,RUA CARLOS DE VASCONCELOS,RUA SOARES DA COSTA,-,7,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 16H,AO LONGO DA VIA,E/F AS EDIFICAÇÕES DO LADO ESQUERDO,,28.011 (DO 17/09/2004)
2.2,TIJUCA,AV H.BELTRÃO ( AV. GABRIELA PRADO MAIA RIBEIRO ) ,RUA GENERAL ROCA,RUA SOARES DA COSTA,-,9,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 16H,AO LONGO DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,TIJUCA,AV H.BELTRÃO ( AV. GABRIELA PRADO MAIA RIBEIRO ) ,RUA GENERAL ROCA,RUA SOARES DA COSTA,-,16,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 16H,AO LONGO DA VIA,JUNTO AO CANTEIRO CENTRAL,,28.011 (DO 17/09/2004)
2.2,TIJUCA,AV H.BELTRÃO ( AV. GABRIELA PRADO MAIA RIBEIRO ) ,RUA SOARES DA COSTA,RUA GENERAL ROCA,ESQUERDO,17,ÚNICO,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 16H,AO LONGO DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004); 28.274 (05/10/2004)
2.2,TIJUCA,AV H.BELTRÃO ( AV. GABRIELA PRADO MAIA RIBEIRO ) ,RUA SOARES DA COSTA,RUA GENERAL ROCA,DIREITO,16,ÚNICO,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 16H,AO LONGO DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004); 28.274 (05/10/2004)
2.2,TIJUCA,AV H.BELTRÃO ( RUA ABELARDO CHACRINHA BARBOSA ) ,RUA DESENBARGADOR IZIDRO,RUA CONDE DE BONFIM,PAR,29,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 16H,A 45 GRAUS DA VIA,BAIA,,28.011 (DO 17/09/2004)
2.2,TIJUCA,AV H.BELTRÃO ( RUA ABELARDO CHACRINHA BARBOSA ) ,RUA DESENBARGADOR IZIDRO,RUA CONDE DE BONFIM,-,6,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 16H,A 90 GRAUS DA VIA,BAIA,,28.011 (DO 17/09/2004)
2.2,TIJUCA,AV HEITOR BELTRÃO,RUA PEREIRA BARRETO,RUA ALZIRA BRANDAO,ÍMPAR,30,ÚNICO,SEG A SEX DAS 7H ÀS 19H,A 90 GRAUS DA VIA,BAIA,,28.011 (DO 17/09/2004)
2.2,TIJUCA,AV HEITOR BELTRÃO,RUA SÃO FRANCISCO XAVIER,RUA PEREIRA BARRETO,ÍMPAR,30,ÚNICO,SEG A SEX DAS 7H ÀS 19H,A 90 GRAUS DA VIA,BAIA,,28.011 (DO 17/09/2004)
2.2,TIJUCA,AV MARACANÃ,RUA ALMIRANTE JOÃO CÂNDIDO BRASIL ,RUA PADRE CHAMPAGNAT,PAR,5,ÚNICO,"SEG A SEX DAS 18H ÀS 4H - SÁB, DOM E FERIADOS DAS 11H ÀS 4H",AO LONGO DA VIA,ENTRE OS Nº:760 - 766,PÓLO GASTR TIJUCA,2.086 (DO 24/04/2007) - III -
2.2,TIJUCA,AV MARACANÃ,,,PAR,17,ÚNICO,SEG A DOM DAS 22H ÀS 4H ,AO LONGO DA VIA,JUNTO À PÇA VARNHAGEN,PÓLO GASTR TIJUCA,2.122 (DO 24/04/2007)
2.2,TIJUCA,AV.MARACANÃ,PRAÇA CELSO DA ROCHA MIRANDA,PRAÇA LUIZ LA SAIGNE,IMPAR,3,ROTATIVO 2H / ÚNICO,SEG A SÁB DAS 7H ÀS 19H - ÚNICO DE SEG A SÁB DAS 19H ÀS 23H,AO LONGO DA VIA,ENTRE A BAIA E/F À PÇA.CELSO R MIRANDA E O LD/OP AO Nº:894,,2.015 - I - [RR 2H] E 2.016 - I - [PU]  (DO 13/04/2007) 
2.2,TIJUCA,AV.MARACANÃ,PRAÇA CELSO DA ROCHA MIRANDA,PRAÇA LUIZ LA SAIGNE,IMPAR,23,ROTATIVO 2H / ÚNICO,SEG A SÁB DAS 7H ÀS 19H - ÚNICO DE SEG A SÁB DAS 19H ÀS 23H,AO LONGO DA VIA,LD/OP AOS Nº: 882-842,,2.015 - II - [RR 2H] E 2.016 - II - [PU]  (DO 13/04/2007) 
2.2,TIJUCA,AV MELO MATOS,RUA DOUTOR SATAMINI,RUA HADDOCK LOBO,ÍMPAR,20,ÚNICO,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,TIJUCA,AV MELO MATOS,RUA DOUTOR SATAMINI,RUA HADDOCK LOBO,PAR,11,ÚNICO,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,TIJUCA,PRAÇA CARLOS TOLEDO,RUA SÃO FRANCISCO XAVIER,AV HEITOR BELTRÃO,-,13,ÚNICO,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,TIJUCA,PRAÇA LUIZ LA SAIGNE,RUA ENALDO CRAVO PEIXOTO,AV MARACANÃ,-,0,ROTATIVO 2H / ÚNICO,ROTATIVO 2H DE SEG A SÁB DAS 7H ÀS 19H - ÚNICO DE SEG A SÁB DAS 19H ÀS 23H E DOM DAS 15H ÀS 23H,AO LONGO DA VIA,JUNTO À EDIF.,Portaria suspensa-até 06/01/06- pela Portaria nº:30.366 (DO 06/05/05),28.011 (DO 17/09/2004)
2.2,TIJUCA,PRAÇA LUIZ LA SAIGNE,RUA ENALDO CRAVO PEIXOTO,AV MARACANÃ,-,0,ROTATIVO 2H / ÚNICO,ROTATIVO 2H DE SEG A SÁB DAS 7H ÀS 19H - ÚNICO DE SEG A SÁB DAS 19H ÀS 23H E DOM DAS 15H ÀS 23H,A 90 GRAUS DA VIA,JUNTO À PRAÇA,Portaria suspensa-até 06/01/06- pela Portaria nº:30.366 (DO 06/05/05),28.011 (DO 17/09/2004)
2.2,TIJUCA,PRAÇA VARNHAGEM ,RUA FELIPE CAMARÃO,RUA ALMIRANTE JOÃO CÂNDIDO BRASIL,IMPAR,8,ÚNICO,"SEG A SEX DAS 18H ÀS 4H - SÁB, DOM E FERIADOS DAS 11H ÀS 4H",AO LONGO DA VIA,ENTRE OS Nº:19 - 54(R.J.C.BRASIL),PÓLO GASTR TIJUCA,2.086 (DO 24/04/2007) - II -
2.2,TIJUCA,RUA ABELARDO CHACRINHA BARBOSA,RUA CAMARAGIBE,RUA CONDE DE BONFIM,ÍMPAR,8,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 16H,A 90 GRAUS DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,TIJUCA,RUA ABELARDO CHACRINHA BARBOSA,RUA CAMARAGIBE,RUA CONDE DE BONFIM,ÍMPAR,4,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 16H,AO LONGO DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,TIJUCA,RUA ADOLFO MOTA,AV MARACANÃ ,RUA BARÃO DE MESQUITA,PAR,6,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE A DIVISA DOS Nº 92 E Nº 78 E A DIVISA DOS Nº 64 E Nº 52,,28.011 (DO 17/09/2004)
2.2,TIJUCA,RUA ADOLFO MOTA,AV MARACANÃ ,RUA BARÃO DE MESQUITA,PAR,9,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,"ENTRE O Nº 52 ATÉ 5M DO TÉRMINO DO N° 69,PRÓXIMO À RUA BARÃO DE MESQUITA",,28.011 (DO 17/09/2004)
2.2,TIJUCA,RUA AFONSO PENA,RUA GONCALVES CRESPO,RUA MARTINS PENA,PAR,11,ÚNICO,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,TIJUCA,RUA AFONSO PENA,RUA MARIZ E BARROS,RUA PARDAL MALET,PAR,9,ÚNICO,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,TIJUCA,RUA AFONSO PENA,RUA MARIZ E BARROS,RUA SILVA RAMOS,ÍMPAR,23,ÚNICO,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,TIJUCA,RUA AFONSO PENA,RUA MARTINS PENA,RUA DOUTOR SATAMINI,PAR,16,ÚNICO,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,TIJUCA,RUA AFONSO PENA,RUA MARTINS PENA,RUA DOUTOR SATAMINI,ÍMPAR,14,ÚNICO,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,TIJUCA,RUA AFONSO PENA,RUA PARDAL MALET,RUA GONCALVES CRESPO,PAR,9,ÚNICO,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,TIJUCA,RUA AFONSO PENA,RUA PARDAL MALET,RUA VICENTE LICÍNIO,ÍMPAR,6,ÚNICO,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº : 149 - 141,,28.011 (DO 17/09/2004)
2.2,TIJUCA,RUA AFONSO PENA,RUA SILVA RAMOS,RUA MARTINS PENA,ÍMPAR,16,ÚNICO,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,TIJUCA,RUA ALFREDO PINTO,RUA PEREIRA BARRETO,RUA CONDE DE BONFIM,PAR,28,ROTATIVO 2H / ÚNICO,SEG A SÁB DAS 7H ÀS 19H - ÚNICO DE SEG A SÁB DAS 19H ÀS 23H,AO LONGO DA VIA,ENTRE OS Nº:04 - 66,,2.118 -RR 2H / 2.119 -PU (24/04/2007)
2.2,TIJUCA,RUA ALMIRANTE COCHRANE,RUA SANTO AFONSO,RUA CONDE DE BONFIM,PAR,17,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,A 90 GRAUS DA VIA,TODO O TRECHO,,28.011 (DO 17/09/2004)
2.2,TIJUCA,RUA ALMIRANTE COCHRANE,RUA SANTO AFONSO,RUA CONDE DE BONFIM,-,3,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,JUNTO AO CANTEIRO CENTRAL,,28.011 (DO 17/09/2004)
2.2,TIJUCA,RUA ALMIRANTE COCHRANE,RUA SANTO AFONSO,RUA CONDE DE BONFIM,-,6,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,A 90 GRAUS DA VIA,JUNTO AO CANTEIRO CENTRAL,,28.011 (DO 17/09/2004)
2.2,TIJUCA,RUA ALMIRANTE COCHRANE,RUA SÃO FRANCISCO XAVIER,RUA MARQ DE VALENCA,ÍMPAR,16,ÚNICO,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS Nº: 21-53,,28.011 (DO 17/09/2004)
2.2,TIJUCA,RUA ALMIRANTE JOÃO CÂNDIDO BRASIL,PRAÇA VARNHAGEN,RUA DONA MARIA,IMPAR,21,ÚNICO,"SEG A SEX DAS 18H ÀS 4H - SÁB, DOM E FERIADOS DAS 11H ÀS 4H",A 45 GRAUS DA VIA,ENTRE OS Nº:35 - 143,PÓLO GASTR TIJUCA,2.086 (DO 24/04/2007) - I /g -
2.2,TIJUCA,RUA ALMIRANTE JOÃO CÂNDIDO BRASIL,PRAÇA VARNHAGEN,RUA DONA MARIA,PAR,17,ÚNICO,"SEG A SEX DAS 18H ÀS 4H - SÁB, DOM E FERIADOS DAS 11H ÀS 4H",AO LONGO DA VIA,ENTRE OS Nº:54 - 120,PÓLO GASTR TIJUCA,2.086 (DO 24/04/2007) - I /a -
